chamber,year,date,province,prov_code,vote,party,lst.nm,fst.nm
SENATE,2020,2020-12-29,SANTA CRUZ,78,AFIRMATIVO,FRENTE DE TODOS,IANNI,ANA MARIA
SENATE,2020,2020-12-29,ENTRE RIOS,30,AFIRMATIVO,FRENTE DE TODOS,KUEIDER,EDGARDO DARIO
SENATE,2020,2020-12-29,SALTA,66,AFIRMATIVO,FRENTE DE TODOS,LEAVY,SERGIO NAPOLEON
SENATE,2020,2020-12-29,LA PAMPA,42,AFIRMATIVO,FRENTE DE TODOS,LOVERA,DANIEL ANIBAL
SENATE,2020,2020-12-29,CHUBUT,26,AFIRMATIVO,FRENTE DE TODOS,LUENZO,ALFREDO HECTOR
SENATE,2020,2020-12-29,SANTA FE,82,AFIRMATIVO,FRENTE DE TODOS,MIRABELLA,ROBERTO MARIO
SENATE,2020,2020-12-29,TUCUMAN,90,AFIRMATIVO,FRENTE DE TODOS,MIRKIN,BEATRIZ GRACIELA
SENATE,2020,2020-12-29,CHUBUT,26,AFIRMATIVO,FRENTE DE TODOS,PAIS,JUAN MARIO
SENATE,2020,2020-12-29,NEUQUEN,58,AFIRMATIVO,FRENTE DE TODOS,PARRILLI,OSCAR ISIDRO
SENATE,2020,2020-12-29,CHACO,22,AFIRMATIVO,FRENTE DE TODOS,PILATTI VERGARA,MARIA INES
SENATE,2020,2020-12-29,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE DE TODOS,RECALDE,MARIANO
SENATE,2020,2020-12-29,TIERRA DEL FUEGO,94,AFIRMATIVO,FRENTE DE TODOS,RODRIGUEZ,MATIAS DAVID
SENATE,2020,2020-12-29,SANTA FE,82,AFIRMATIVO,FRENTE DE TODOS,SACNUN,MARIA DE LOS ANGELES
SENATE,2020,2020-12-29,NEUQUEN,58,AFIRMATIVO,FRENTE DE TODOS,SAPAG,SILVIA
SENATE,2020,2020-12-29,BUENOS AIRES,6,AFIRMATIVO,FRENTE DE TODOS,TAIANA,JORGE ENRIQUE
SENATE,2020,2020-12-29,BUENOS AIRES,6,AFIRMATIVO,FRENTE PRO,GONZALEZ,GLADYS ESTHER
SENATE,2020,2020-12-29,CORDOBA,14,AFIRMATIVO,FRENTE PRO,MARTINEZ,ERNESTO FELIX
SENATE,2020,2020-12-29,CORDOBA,14,AFIRMATIVO,FRENTE PRO,RODRIGUEZ MACHADO,LAURA ELENA
SENATE,2020,2020-12-29,MISIONES,54,AFIRMATIVO,FRENTE PRO,SCHIAVONI,HUMBERTO LUIS ARTURO
SENATE,2020,2020-12-29,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,FRENTE PRO,TAGLIAFERRI,GUADALUPE
SENATE,2020,2020-12-29,RIO NEGRO,62,AFIRMATIVO,JUNTOS SOMOS RIO NEGRO,WERETILNECK,ALBERTO EDGARDO
SENATE,2020,2020-12-29,NEUQUEN,58,AFIRMATIVO,MOVIMIENTO NEUQUINO,CREXELL,CARMEN LUCILA
SENATE,2020,2020-12-29,SANTA CRUZ,78,AFIRMATIVO,UNION CIVICA RADICAL,COSTA,EDUARDO RAUL
SENATE,2020,2020-12-29,CIUDAD AUTONOMA DE BUENOS AIRES,2,AFIRMATIVO,UNION CIVICA RADICAL,LOUSTEAU,MARTIN
SENATE,2020,2020-12-29,ENTRE RIOS,30,AFIRMATIVO,UNION CIVICA RADICAL,OLALLA,STELLA MARIS
SENATE,2020,2020-12-29,FORMOSA,34,AFIRMATIVO,UNION CIVICA RADICAL,PETCOFF NAIDENOFF,LUIS CARLOS
SENATE,2020,2020-12-29,MENDOZA,50,AFIRMATIVO,UNION CIVICA RADICAL,VERASAY,PAMELA FERNANDA
SENATE,2020,2020-12-29,TUCUMAN,90,AUSENTE,FRENTE DE TODOS,ALPEROVICH,JOSE JORGE
SENATE,2020,2020-12-29,LA RIOJA,46,AUSENTE,FRENTE DE TODOS,MENEM,CARLOS SAUL
SENATE,2020,2020-12-29,SAN LUIS,74,AUSENTE,FRENTE DE TODOS,RODRIGUEZ SAA,ADOLFO
SENATE,2020,2020-12-29,LA RIOJA,46,AUSENTE,MEDIAR ARGENTINA,VEGA,MARIA CLARA DEL VALLE
SENATE,2020,2020-12-29,SAN LUIS,74,NEGATIVO,AVANZAR SAN LUIS,POGGI,CLAUDIO JAVIER
SENATE,2020,2020-12-29,CATAMARCA,10,NEGATIVO,FRENTE DE TODOS,BLAS,INES IMELDA
SENATE,2020,2020-12-29,MISIONES,54,NEGATIVO,FRENTE DE TODOS,CLOSS,MAURICE FABIAN
SENATE,2020,2020-12-29,CORRIENTES,18,NEGATIVO,FRENTE DE TODOS,ESPINOLA,CARLOS MAURICIO
SENATE,2020,2020-12-29,FORMOSA,34,NEGATIVO,FRENTE DE TODOS,GONZALEZ,MARIA TERESA MARGARITA
SENATE,2020,2020-12-29,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,LEDESMA ABDALA DE ZAMORA,CLAUDIA
SENATE,2020,2020-12-29,SAN JUAN,70,NEGATIVO,FRENTE DE TODOS,LOPEZ VALVERDE,CRISTINA DEL CARMEN
SENATE,2020,2020-12-29,FORMOSA,34,NEGATIVO,FRENTE DE TODOS,MAYANS,JOSE MIGUEL ANGEL
SENATE,2020,2020-12-29,CATAMARCA,10,NEGATIVO,FRENTE DE TODOS,MERA,DALMACIO
SENATE,2020,2020-12-29,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,MONTENEGRO,GERARDO ANTENOR
SENATE,2020,2020-12-29,SANTIAGO DEL ESTERO,86,NEGATIVO,FRENTE DE TODOS,NEDER,JOSE EMILIO
SENATE,2020,2020-12-29,CHACO,22,NEGATIVO,FRENTE DE TODOS,RODAS,ANTONIO JOSE
SENATE,2020,2020-12-29,SAN JUAN,70,NEGATIVO,FRENTE DE TODOS,UÑAC,JOSE RUBEN
SENATE,2020,2020-12-29,CORRIENTES,18,NEGATIVO,FRENTE PRO,BRAILLARD POCCARD,NESTOR PEDRO
SENATE,2020,2020-12-29,BUENOS AIRES,6,NEGATIVO,FRENTE PRO,BULLRICH,ESTEBAN JOSE
SENATE,2020,2020-12-29,ENTRE RIOS,30,NEGATIVO,FRENTE PRO,DE ANGELI,ALFREDO LUIS
SENATE,2020,2020-12-29,SALTA,66,NEGATIVO,JUSTICIALISTA 8 DE OCTUBRE,ROMERO,JUAN CARLOS
SENATE,2020,2020-12-29,MISIONES,54,NEGATIVO,MISIONES,SOLARI  QUINTANA,MAGDALENA
SENATE,2020,2020-12-29,SAN JUAN,70,NEGATIVO,PRODUCCION Y TRABAJO,BASUALDO,ROBERTO GUSTAVO
SENATE,2020,2020-12-29,SANTA FE,82,NEGATIVO,SANTA FE FEDERAL,REUTEMANN,CARLOS ALBERTO
SENATE,2020,2020-12-29,TIERRA DEL FUEGO,94,NEGATIVO,UNION CIVICA RADICAL,BLANCO,PABLO DANIEL
SENATE,2020,2020-12-29,MENDOZA,50,NEGATIVO,UNION CIVICA RADICAL,COBOS,JULIO CESAR CLETO
SENATE,2020,2020-12-29,TUCUMAN,90,NEGATIVO,UNION CIVICA RADICAL,ELIAS DE PEREZ,SILVIA BEATRIZ
SENATE,2020,2020-12-29,JUJUY,38,NEGATIVO,UNION CIVICA RADICAL,FIAD,MARIO RAYMUNDO
SENATE,2020,2020-12-29,JUJUY,38,NEGATIVO,UNION CIVICA RADICAL,GIACOPPO,SILVIA DEL ROSARIO
SENATE,2020,2020-12-29,LA PAMPA,42,NEGATIVO,UNION CIVICA RADICAL,MARINO,JUAN CARLOS
SENATE,2020,2020-12-29,LA RIOJA,46,NEGATIVO,UNION CIVICA RADICAL,MARTINEZ,JULIO CESAR
SENATE,2020,2020-12-29,SANTA CRUZ,78,NEGATIVO,UNION CIVICA RADICAL,TAPIA,MARIA BELEN
SENATE,2020,2020-12-29,CHACO,22,NEGATIVO,UNION CIVICA RADICAL,ZIMMERMANN,VICTOR
